super_opeid,female,par_mean,k_mean,name,region,state,zip,tier,tier_name,type,iclevel,public,barrons,exp_instr_pc_2000,exp_instr_pc_2013,hbcu,flagship,ipeds_enrollment_2013,ipeds_enrollment_2000,sticker_price_2013,sticker_price_2000,grad_rate_150_p_2013,grad_rate_150_p_2002,sat_avg_2013,sat_avg_2001,scorecard_netprice_2013,scorecard_rej_rate_2013,scorecard_median_earnings_2011,endowment_pc_2000,exp_instr_2012,exp_instr_2000,asian_or_pacific_share_fall_2000,black_share_fall_2000,hisp_share_fall_2000,alien_share_fall_2000,pct_arthuman_2000,pct_business_2000,pct_health_2000,pct_multidisci_2000,pct_publicsocial_2000,pct_stem_2000,pct_socialscience_2000,pct_tradepersonal_2000,enrollment_norm,price_norm,grad_norm,sat_norm,female_norm,netprice_norm
11031,0.26156583,38723.66843,36025.3434,Technical Career Institutes,1,NY,10001,11,Two-year for-profit,3,2,0,999,2450.8508,4798.6172,0,0,3020,4010,13540,7200,0.240627724,0.2858661,,,15351,,33400,,19131526,11120298,0.086533666,0.3511222,0.3957606,0.010723192,0,32.281807,0,0,0,67.718193,0,0,0.012808708,0.249198461,0.224970564,,0.259116629,0.386254587
3627,0.55420464,69546.46871,34684.0783,Temple College,3,TX,76504,9,Two-year (public and private not-for-profit),1,2,1,999,2675.1841,2663.458,0,0,5506,3404,4344,1488,0.076045627,0.15037594,,,6293,,31100,120.12514,13662601,8065763,0.008519389,0.10663925,0.13072856,0.001762632,0,11.048159,39.660057,21.246458,1.6997167,18.130312,0,8.2152977,0.0235554,0.064924655,0.056995022,,0.552726048,0.173205382
3371,0.5955506,101506.2382,51507.71126,Temple University,1,PA,19122,5,Selective public,1,1,1,4,7662.3525,10211.49,0,0,28068,28355,15096,6948,0.663093066,0.470069606,1120,1040,16759,0.36129999,46500,,382968000,244448384,0.075948678,0.24214418,0.032782428,0.031368926,12.751678,18.120806,10.035155,1.75775,8.2134867,12.527965,36.593159,0,0.12108833,0.280378326,0.656146531,0.477203647,0.594209143,0.419371531
7782,0.57692307,64438.73047,25401.48112,Tennessee College Of Applied Technology - Dickson,3,TN,37055,9,Two-year (public and private not-for-profit),1,2,1,999,4907.3359,3956.8953,0,0,481,284,,,0.682926829,,,,9161,,26500,,2365137,1556863,0.007042253,0.15492958,0.003521127,0,0,31.343283,18.905472,0,0,0,0,49.751244,0.001832903,,0.676389238,,0.57551983,0.240662339
4025,0.50740743,61866.19401,23245.67708,Tennessee College Of Applied Technology - Knoxville,3,TN,37919,9,Two-year (public and private not-for-profit),1,2,1,999,3063.3784,3862.5386,0,0,760,779,,,0.731155779,,,,5270,,22200,,3069987,1985479,0.01283697,0.13863929,0.008985879,0,0,24.03315,29.834253,0,0,0,0,46.132595,0.003038988,,0.725612599,,0.505773624,0.149143852
5351,0.34065935,62646.96875,28796.27799,Tennessee College Of Applied Technology - Morristown,3,TN,37813,9,Two-year (public and private not-for-profit),1,2,1,999,3062.8806,3995.4285,0,0,638,902,,,0.679814385,,,,7210,,25400,,2928623,2826482,0.001108647,0.017738359,0.001108647,0,0,16.222221,14.888889,0,0,0,0,68.888885,0.002511596,,0.67321262,,0.338472482,0.194773732
5354,0.27649769,54278.32031,32384.15299,Tennessee College Of Applied Technology-Jackson,3,TN,38301,9,Two-year (public and private not-for-profit),1,2,1,999,2602.5564,6869.0537,0,0,425,515,,,0.808553971,,,,7144,,26700,,2830250,1930083,0.003883495,0.31262136,0.007766991,0,0,18.934912,35.50296,0,0,11.242603,0,34.319527,0.001590822,,0.80460663,,0.274098014,0.193221375
5360,0.34967321,58836.44401,29468.38216,Tennessee College Of Applied Technology-Memphis,3,TN,38105,9,Two-year (public and private not-for-profit),1,2,1,999,4479.564,4281.9683,0,0,817,604,,,0.646808511,,,,5330,,27200,,3313801,4383843,0.03807947,0.66225165,0.014900662,0,0.93240094,5.8275061,21.678322,0,0,0.93240094,0,70.629372,0.003285393,,0.639526212,,0.347516239,0.150555085
5379,0.29126215,66749.5625,35157.71094,Tennessee College Of Applied Technology-Shelbyville,3,TN,37160,9,Two-year (public and private not-for-profit),1,2,1,999,3928.7671,4609.6992,0,0,436,323,,,0.805555556,,,,5242,,29400,,2426511,1321592,0.003095975,0.10526316,0.012383901,0,0,13.247863,24.358974,0,0,0,0,62.393162,0.001638373,,0.801546392,,0.288911444,0.148485276
3522,0.61925602,65503.7361,40092.98782,Tennessee State University,3,TN,37209,5,Selective public,1,1,1,5,4781.6367,7575.6255,1,0,6816,8640,6930,2651,0.29382716,0.475961538,,925,8719,,35800,36.476852,67377535,45533880,0.009241109,0.82231867,0.003780454,0.012881545,8.2464457,14.123222,26.635071,15.071091,4.9289098,21.327015,9.6682472,0,0.029218379,0.116744149,0.279266895,,0.617993188,0.230266253
3523,0.45995894,94952.48829,46453.59313,Tennessee Technological University,3,TN,38505,5,Selective public,1,1,1,4,3987.2144,5166.71,0,0,10052,8410,7679,2667,0.506367495,0.484444444,1100,,7873,0.068400003,37700,3429.3679,53454309,36343152,0.012361838,0.037376381,0.00814427,0.006399069,2.9560812,25.506758,2.8716216,14.358109,2.8716216,32.347973,19.087837,0,0.043207235,0.131752966,0.496189505,0.452887538,0.458167759,0.210367862
3525,0.66564417,75293.54014,38268.40359,Tennessee Wesleyan College,3,TN,37303,6,Selective private,2,1,0,4,2723.2898,4110.7886,0,0,1068,795,22300,8050,0.444444444,0.420689655,920,970,9838,0.287,35300,,4042529,2404873.5,0,0.028930817,0.008805032,0.049056605,1.4084507,50.234741,0,7.5117369,7.5117369,9.8591547,23.474178,0,0.004370437,0.424735492,0.43298969,0.234042553,0.664535195,0.256585756
8278,0.46724024,64580.29662,34175.588,Terra State Community College,2,OH,43420,9,Two-year (public and private not-for-profit),1,2,1,999,2212.7305,2312.0417,0,0,2923,2454,4442,1944,0.122807018,0.226804124,,,6482,,28400,,7700287,5394191,0.002444988,0.016707417,0.038712308,0.001222494,5.8651028,16.129032,0,14.076246,4.3988271,45.161289,12.316715,2.0527859,0.012389388,0.066888426,0.104720565,,0.465473209,0.177650767
3628,0.55104017,66091.55371,31047.69805,Texarkana College,3,TX,75599,9,Two-year (public and private not-for-profit),1,2,1,999,2168.71,2482.4966,0,0,4233,3735,2960,924,0.226765799,0.099773243,,,8392,,27200,281.39276,10427557,8781429,0.003212852,0.17001338,0.010709505,0.002409639,0.90361452,13.554216,31.777109,11.897591,2.2590361,7.2289157,0.90361452,31.475903,0.018052367,0.037191408,0.210822826,,0.549551083,0.222575031
9651,0.61046511,57651.97082,44043.14985,Texas A&M International University,3,TX,78041,7,Nonselective four-year public,1,1,1,999,2631.6909,3503.405,0,0,6585,3038,6353,2475,0.429752066,0.386075949,915,,4728,0.52149999,45200,1880.6573,23397515,10072407,0.004418913,0.001767565,0.9297393,0.019443218,9.485095,23.577236,3.7940381,11.924119,7.3170733,6.7750678,37.127373,0,0.028219793,0.105181949,0.417994377,0.227963526,0.60917312,0.13639571
3632,0.51724946,164709.1155,73997.09468,Texas A&M University,3,TX,77843,3,Highly selective public,1,1,1,2,9112.7998,12058.028,0,0,44315,45040,9685,3377.0842,0.790778816,0.748972494,1195,1180,3174,0.3053,52900,7349.3618,530777617.8,374476803.4,0.033654694,0.024724055,0.090197749,0.013868121,4.78407,20.584431,2.3661754,13.059219,0,45.862427,13.123869,0.21980864,0.191322241,0.171950144,0.786464977,0.568389058,0.515648297,0.099844764
3565,0.53730512,83539.49,42755.61518,Texas A&M University - Commerce,3,TX,75429,5,Selective public,1,1,1,4,3260.8491,4268.292,0,0,6969,7508,5892,2716,0.451827243,0.338028169,890,1015,8229,0.31819999,37100,137.7765,48376054,27561544,0.007565337,0.15268226,0.05043558,0.010087116,12.52372,17.741936,2.9411764,25.996204,7.8747625,15.464895,16.888046,0.56925994,0.029879781,0.095944213,0.440524712,0.197568389,0.535770477,0.21874118
11161,0.60050571,96690.42495,48203.69325,Texas A&M University - Corpus Christi,3,TX,78412,5,Selective public,1,1,1,5,3624.8713,4828.4331,0,0,9152,6823,7531,2306,0.402116402,0.334020619,970,995,12645,0.074199997,42400,385.78778,49506934,25503624,0.019891161,0.023644211,0.39031714,0.008819666,8.661417,21.372328,8.4364452,20.922384,6.4116983,14.173228,20.022497,0,0.039316638,0.128787272,0.389788905,0.294832827,0.599180688,0.322607959
3639,0.4398542,64949.87343,47080.09736,Texas A&M University - Kingsville,3,TX,78363,5,Selective public,1,1,1,5,4533.2974,4459.4521,0,0,9430,5948,7554,2607,0.341013825,0.260917031,935,890,8244,0.119,39700,873.70093,45686338,28284832,0.006014102,0.055993363,0.65532976,0.021360431,9.2086334,15.395683,2.4460433,22.158272,1.7266186,32.805756,15.827338,0.43165466,0.0405184,0.129248156,0.327426481,0.252279635,0.437996337,0.219093988
3636,0.59044099,254114.7662,68182.57655,Texas Christian University,3,TX,76129,4,Highly selective private,2,1,0,2,7489.604,13246.397,0,0,8640,7775,38600,13125,0.759609518,0.638933764,1180,1155,18556,0.52609998,49100,,121124093,59824396,0.020374531,0.042996254,0.054981273,0.041348316,10.513834,29.802372,7.1146245,2.7667985,4.0316205,10.27668,35.494072,0,0.037103321,0.751362616,0.754653013,0.550151976,0.589082585,0.461637972
3641,0.54934824,119464.5911,52533.35026,Texas Lutheran University,3,TX,78155,6,Selective private,2,1,0,4,3682.7568,6016.0972,0,0,1329,1460,26800,12570,0.515068493,0.557142857,1025,1040,15108,0.49129999,43600,,7900872,5146907.5,0.016438356,0.05821918,0.17260274,0.030136986,10.61947,34.955753,0,7.5221238,5.7522125,18.584072,22.566372,0,0.00549871,0.514908625,0.505069905,0.361702128,0.547853541,0.380539091
23122,0.88538378,42459.7616,21630.16893,Texas School Of Business,3,TX,77073,11,Two-year for-profit,3,2,0,999,2582.9243,3348.0337,0,0,698,515,,,0.774002954,,,,21757.92,,23100,,4956089,2854158,0.023300972,0.27961165,0.31067961,0,0,34.765102,65.234901,0,0,0,0,0,0.002770969,,0.769343221,,0.885003627,0.536948913
3642,0.49746042,47258.42805,30258.77763,Texas Southern University,3,TX,77004,5,Selective public,1,1,1,4,4562.0713,8390.2266,1,0,6288,6886,7660,2030,0.163301141,0.154083205,815,,18277,0.54970002,31300,1654.0398,80623624,33658464,0.025956284,0.90671349,0.026346603,0.027712725,2.1505375,23.655914,8.3870964,12.903226,14.623656,17.634409,16.989246,3.6559141,0.026935896,0.131372235,0.146049618,0.106382979,0.495793622,0.455075736
3634,0.17820728,71074.0165,40437.03426,Texas State Technical College,3,TX,76705,9,Two-year (public and private not-for-profit),1,2,1,999,5704.7275,6810.2612,0,0,3988,3814,3342,2750,,,,,6873,,33500,,,,0.007079182,0.11877294,0.13030939,0.003408495,1.9,2.3999999,11.4,0,0,54.900002,1.6,27.799999,0.016993261,0.044846105,,,0.175481599,0.186847305
9225,0.42407477,41275.66778,31168.51276,Texas State Technical College Harlingen,3,TX,78550,9,Two-year (public and private not-for-profit),1,2,1,999,4436.1826,3225.9214,0,0,5332,3265,3264,2741,0.209476309,0.345355191,,,9474,,26900,,17372899,15033691,0.006125575,0.003981623,0.87136292,0.000612557,6.3758388,19.630873,27.852348,0,0,25.838926,0,20.302013,0.022803218,0.043283104,0.193176852,,0.42216457,0.248024273
9932,0.36614013,58677.62625,34020.36958,Texas State Technical College West Texas,3,TX,79556,9,Two-year (public and private not-for-profit),1,2,1,999,7011.3203,8763.2813,0,0,1281,948,5012,1687,0.342105263,0.140127389,,,17042,,30500,52.742615,8547229,8725191,0.007383966,0.037974682,0.21940929,0.001054852,0,25,23.529411,0,0,19.607841,0,31.862745,0.005291211,0.078310356,0.328540423,,0.364037776,0.426027848
3615,0.58667696,123790.0757,49441.74951,Texas State University,3,TX,78666,5,Selective public,1,1,1,4,3329.5981,5062.0142,0,0,31005,22423,8950,3316,0.573679333,0.45409015,1025,1035,9859,0.2492,43700,1192.7792,157393743,78360928,0.018699773,0.050587267,0.18993406,0.008139296,11.195557,24.554224,5.4077754,20.023384,6.8693366,14.206373,17.714119,0.029231219,0.133784643,0.157221866,0.564889216,0.361702128,0.585306071,0.257079688
3644,0.48786646,149180.2108,61953.59855,Texas Tech University,3,TX,79409,5,Selective public,1,1,1,4,4749.1304,5714.9424,0,0,27044,24558,7811,3444,0.590448299,0.517345815,1100,1110,9468,0.33700001,46100,8418.2754,181725322,123423536,0.020957209,0.030948436,0.10230042,0.006823277,7.91748,35.545025,0.25090605,14.664064,0.94786727,23.473656,17.201004,0,0.116661695,0.134398044,0.582003934,0.452887538,0.486167841,0.24788315
3645,0.62096775,82651.875,42900.3125,Texas Wesleyan University,3,TX,76105,6,Selective private,2,1,0,4,5293.7007,7599.5679,0,0,1724,3133,23144,10010,0.412322275,0.394052045,980,905,17293,0.7008,39500,,25913255,12932763,0.028287841,0.16426799,0.15583126,0.042183623,5.915493,25.352112,0.28169015,12.957747,8.4507046,7.3239441,39.718311,0,0.007206249,0.441647964,0.400205209,0.306990881,0.619710595,0.431931508
3646,0.96236557,99060.92515,42003.06245,Texas Woman's University,3,TX,76201,5,Selective public,1,1,1,5,4472.1729,4535.062,0,0,9515,8404,7836,2120,0.414600551,0.391100703,955,910,6975,0.1397,44800,844.67822,67613935,37911444,0.049151029,0.1914656,0.10589813,0.015638964,7.1948261,13.01536,39.046078,17.784964,5.2546482,6.3864188,11.317704,0,0.040885846,0.134899006,0.402530459,0.276595745,0.962240746,0.189246401
3376,0.49271524,73692.44863,38253.67986,Thiel College,1,PA,16125,6,Selective private,2,1,0,5,4723.7339,5759.4849,0,0,1100,994,27828,11464,0.344352617,0.421875,960,955,22438,0.345,37200,,5999809,4058834.25,0.001006036,0.068410464,0.006036217,0.044265594,10.32258,30.32258,9.6774197,0.64516127,1.2903225,23.870968,23.870968,0,0.004508769,0.535508176,0.330834114,0.282674772,0.491032704,0.552944774
21922,0.49401197,201529.7201,47316.57573,Thomas A Edison State College,1,NJ,8608,7,Nonselective four-year public,1,1,1,9,0,0,0,0,19596,8137,5871,,,,,,,,49100,,,,0.0169279,0.090909094,0.039247651,0.012789968,0,14.0625,3.5590277,57.204861,7.3784723,0,17.795139,0,0.084464848,0.095523405,,,0.492333734,
2052,0.48275861,65621.47148,41332.36199,Thomas College,1,ME,4901,6,Selective private,2,1,0,5,2027.947,2486.1814,0,0,1339,737,23460,12780,0.454545455,0.546511628,,930,16402,0.27559999,36600,,3088624,1827442.375,0.005464481,0.005464481,0,0.003642987,0,80.575546,0,4.3165469,3.5971222,10.071942,1.438849,0,0.005541938,0.447980122,0.44329897,,0.48104305,0.410974692
2001,0.43366879,108354.0123,52309.67154,Thomas More College,3,KY,41017,6,Selective private,2,1,0,4,3060.1541,4773.8389,0,0,1502,1416,28618,12580,0.570281124,0.529147982,940,950,18109,0.1225,45800,,8268886,4421508,0.003930818,0.040094338,0.008647799,0,8.0996885,52.024921,1.5576324,4.3613706,2.8037384,14.018692,17.133957,0,0.006246569,0.55133857,0.561420941,0.258358663,0.431790411,0.451124283
6871,0.54004329,73873.28434,31282.66886,Thomas Nelson Community College,3,VA,23666,9,Two-year (public and private not-for-profit),1,2,1,999,1417.6423,2156.3557,0,0,11033,7379,4169,1180,0.15738758,0.080068143,,,6651,,28700,,20825654,10072875,0.037132401,0.33635995,0.028865701,0.001626237,0.99009901,25.577559,26.402639,14.026402,8.4158421,11.551155,2.9702971,10.066007,0.047447985,0.061417922,0.140014128,,0.538517729,0.181625741
9765,0.54021531,86143.64724,34882.66863,"Three Rivers Community College of Norwich, CT",1,CT,6360,9,Two-year (public and private not-for-profit),1,2,1,999,2154.8552,3412.053,0,0,4749,3574,3866,1814,0.129850746,0.151291513,,,4501,,32600,,16055811,8503424,0.025181869,0.06155568,0.041969784,0.001398993,0,20.305677,9.3886461,41.921398,4.5851526,21.179041,1.5283843,1.0917031,0.020282976,0.055346265,0.111909524,,0.538690319,0.131056543
4713,0.58476394,57414.40958,28004.9072,"Three Rivers Community College of Poplar Bluff, MO",2,MO,63901,9,Two-year (public and private not-for-profit),1,2,1,999,1561.7449,1896.5089,0,0,4399,2641,4968,2748,0.166910688,0.223529412,,,6672,,26400,226.85876,7822536,3981150,0.004543733,0.043922756,0.006436956,0.000757289,0,24.924011,11.246201,51.063831,3.6474164,7.5987844,0,1.5197568,0.018769966,0.077428663,0.149733589,,0.583386706,0.182119673
3712,0.55766594,75249.25973,31954.4993,Tidewater Community College,3,VA,23510,9,Two-year (public and private not-for-profit),1,2,1,999,1645.9904,2680.1948,0,0,28999,20184,3944,1318,0.143330322,0.089580686,,,4962,,29400,,80916185,34461536,0.057174001,0.27259216,0.030321047,0.004904875,1.1207336,24.656139,29.088131,22.720327,2.9546611,8.7111568,8.8130417,1.9358126,0.125112935,0.056909266,0.12566703,,0.556198829,0.14189952
3121,0.41577062,83310.24805,42722.07946,Tiffin University,2,OH,44883,6,Selective private,2,1,0,5,3118.9985,1528.2875,0,0,3764,1543,21535,11130,0.461038961,0.311740891,,,26956,0.61440003,38200,,9951964,5210722.5,0.048286606,0.09968847,0.023364486,0.029595016,0,76.851852,0,2.7777777,17.592592,2.7777777,0,0,0.016024934,0.40940606,0.449926362,,0.413832878,0.65921065
6788,0.52670038,70535.23827,29687.31193,Tompkins Cortland Community College,1,NY,13053,9,Two-year (public and private not-for-profit),1,2,1,999,3276.438,3561.9346,0,0,5490,2674,5491,2847,0.221596244,0.198511166,,,7024,,29900,606.3089,20155292,8609036,0.022438295,0.037771128,0.019446522,0.029917726,2.088167,33.410675,11.600928,29.698376,11.13689,8.1206493,3.4802785,0.46403712,0.023486234,0.087908785,0.205546682,,0.525130564,0.190398909
1987,0.56666666,155641.8699,59062.48578,Transylvania University,3,KY,40508,6,Selective private,2,1,0,3,6192.2627,10729.158,0,0,1082,1083,33360,15270,0.72238806,0.689230769,1170,1160,15256,0.0385,41100,,10803322,5658372,0.02770083,0.028624192,0.006463527,0.003693444,13.080169,22.362869,0,5.0632911,0,24.050632,35.443039,0,0.004430957,0.646361013,0.716664103,0.537993921,0.565229402,0.384020134
3221,0.52799308,67205.79328,32994.22519,Treasure Valley Community College,4,OR,97914,9,Two-year (public and private not-for-profit),1,2,1,999,6296.8442,3461.5737,0,0,2443,1785,5424,2040,0.180246914,0.02,,,8803,,28800,,9270738,7778120,0.020168068,0.016246499,0.089635856,0.008403362,2.4752476,20.297029,20.297029,24.257425,4.9504952,9.405941,12.376238,5.9405942,0.010314403,0.086566207,0.163344789,,0.526427551,0.232241979
3526,0.56955808,89277.73793,37206.00499,Trevecca Nazarene University,3,TN,37210,6,Selective private,2,1,0,3,3694.1133,5980.0674,0,0,1492,1709,23126,10528,0.466386555,0.304812834,1050,,14529,0.228,39500,,13099579,5616516,0.007835455,0.075416259,0.020568071,0.009794319,11.764706,57.64706,0.78431374,2.7450981,0.78431374,5.8823528,20.392157,0,0.00620334,0.441287272,0.455384216,0.392097264,0.568130412,0.366920689
9430,0.58333331,55890.66858,22538.45649,Tri-County Community College,3,NC,28906,9,Two-year (public and private not-for-profit),1,2,1,999,2477.8052,3573.031,0,0,1412,984,2363,901,0.280373832,0.265306122,,,6323,,21700,86.69207,5127179,3271753,0.00304878,0.007113821,0.00203252,0,0,32,16,16.799999,0,19.200001,0,16,0.005857509,0.025228439,0.265536179,,0.581951331,0.173910998
4926,0.52419698,74401.26268,30495.27206,Tri-County Technical College,3,SC,29670,9,Two-year (public and private not-for-profit),1,2,1,999,2728.5044,3329.0339,0,0,6553,3612,5016,1431,0.12704918,0.182170543,,,8881,,26100,,21722887,10362407,0.006090808,0.12043189,0.010797342,0.011074197,0,23.547882,24.332809,10.204082,2.3547881,17.582417,0,21.978022,0.02808146,0.07839051,0.109050194,,0.522618861,0.234076583
107,0.065239549,63779.60254,38886.93728,Triangle Tech,1,PA,15214,11,Two-year for-profit,3,2,0,999,14752.183,6897.6211,0,0,907,824,16606.227,9038,0.75047619,0.82712766,,,16468.662,,36006.504,,6558170,4368546,0.002427185,0.048543692,0,0,0,0,0,0,0,11.623246,0,88.376755,0.003674452,0.310640971,0.745331369,,0.062139183,0.412542619
4920,0.57761478,79527.70015,30135.26402,Trident Technical College,3,SC,29423,9,Two-year (public and private not-for-profit),1,2,1,999,2363.7717,2721.8472,0,0,17489,10246,4370,1526,0.100299401,0.128643216,,,6101,,29100,,44237015,24120144,0.02293578,0.2612727,0.020788601,0.00107359,2.9393754,13.165952,29.822412,19.534599,5.4500918,14.696877,0,14.390692,0.07535653,0.065445656,0.081748873,,0.576213834,0.168689435
1839,0.32167831,94744.54167,55579.85026,Trine University,2,IN,46703,6,Selective private,2,1,0,4,3753.7976,5753.168,0,0,2312,1363,25902.008,13144.284,0.508433735,0.514056225,1052.5,1010,19198.424,0.36248451,42600,,11717458,4560565.5,0.003668379,0.027146,0.005869406,0.056493029,0,34.979424,0.41152263,2.8806584,4.5267491,37.037037,11.522634,8.6419754,0.009748105,0.496914235,0.498298348,0.395136778,0.319428487,0.476748142
1771,0.63265306,137224.1576,41368.70107,Trinity Christian College,2,IL,60463,6,Selective private,2,1,0,4,5297.0137,8724.7324,0,0,1333,854,25515,13240,0.581589958,0.48,1045,,18386,0.097800002,41400,,12846409,5303600.5,0.017564403,0.051522247,0.028103044,0.017564403,8.0536919,19.463087,10.738256,0,1.3422819,9.3959732,51.006714,0,0.005516001,0.489159186,0.572962947,0.386018237,0.631434662,0.457639477
1414,0.48580787,504456.0521,89948.47917,"Trinity College of Hartford, CT",1,CT,6106,4,Highly selective private,2,1,0,2,15006.195,17047.99,0,0,2301,2246,49056,25440,0.862847222,0.829365079,,1275,8319,0.68220001,56100,,40132540,34813672,0.047142856,0.056190476,0.046666667,0.02904762,23.123732,0,0,8.3164301,1.6227181,17.849899,49.087223,0,0.009700554,0.960884899,0.86001933,,0.484102424,0.22085803
1772,0.54054052,102199.9041,41341.50615,Trinity International University,2,IL,60015,6,Selective private,2,1,0,4,3047.1577,5245.2075,0,0,1164,2997,23810.949,13810.487,0.454545455,0.423745321,1030,1100,16086,0.062799998,38200,,10502922.21,8641136.004,0.03000699,0.14095491,0.077216849,0.006527495,3.8314176,14.942529,2.2988505,3.4482758,11.494253,2.2988505,61.685822,0,0.004785434,0.455012604,0.44329897,0.367781155,0.539016608,0.403542196
3647,0.50831354,275796.9857,75491.33242,Trinity University,3,TX,78212,4,Highly selective private,2,1,0,2,9388.0039,13965.813,0,0,2161,2571,36214,15804,0.816164818,0.753768844,1265,1260,15376,0.36070001,53200,,38597412,22694056,0.070882849,0.018251274,0.094227508,0.016129032,15.831663,30.260521,0,1.8036072,0,21.242485,30.861723,0,0.00909535,0.703550818,0.812374402,0.653495441,0.506682739,0.3868426
3572,0.55287129,65356.78441,33204.39178,Trinity Valley Community College,3,TX,75751,9,Two-year (public and private not-for-profit),1,2,1,999,2773.4187,3329.9006,0,0,5172,4780,3660,1024,0.230769231,0.2003367,,,6215,,28500,159.59163,16526303,10145668,0.003138075,0.1705021,0.06715481,0.006276151,0.70707071,8.787879,15.454545,13.838384,2.0202022,24.444445,5.151515,29.595961,0.022111556,0.051218339,0.214908803,,0.551388276,0.171370778
1773,0.48128089,75870.85695,38316.26174,Triton College,2,IL,60171,9,Two-year (public and private not-for-profit),1,2,1,999,847.84357,1994.725,0,0,11225,16927,8858,4750,0.146967341,0.159808612,,,4038,,33000,,26106007,16483897,0.032078926,0.15749985,0.19200094,0.001713239,1.9408503,15.619224,33.918671,25.878004,3.2347505,5.4528646,0.092421442,13.863216,0.048277979,0.155378326,0.129379039,,0.479560429,0.120166526
2812,0.90303028,66215.9401,38036.40234,Trocaire College,1,NY,14220,8,Nonselective four-year private,2,1,0,999,4146.3872,5362.625,0,0,1492,681,15820,,,0.478873239,,,16307,0.031099999,36100,,7442235,2118269,0.002936858,0.15712188,0.016152717,0.007342144,0,5.652174,83.478264,3.0434783,0,4.7826085,3.0434783,0,0.00620334,0.294886181,,,0.902708656,0.408740239
50,0.54307115,75269.7259,41360.09537,"Troy University And Troy State Universities, Montgomery And Dothan",3,AL,36082,5,Selective public,1,1,1,4,2385.1826,3295.1787,0,0,16316,12541,7564,3126,0.355128974,0.507042254,,,11192,0.3179,36600,965.05743,79079483,39356180,0.011953237,0.23591225,0.022986995,0.023249704,1.319564,28.227194,15.261045,2.5243833,18.932875,10.786001,22.948938,0,0.070285786,0.129448541,0.341832664,,0.541555631,0.28843259
21077,0.52119225,85852.89575,33628.26885,Truckee Meadows Community College,4,NV,89512,9,Two-year (public and private not-for-profit),1,2,1,999,1725.0426,2434.1118,0,0,11204,9930,2700,1395,0.209748892,0.074576271,,,6338,,32500,582.57806,28383000,17867000,0.055085599,0.019637462,0.086606242,0.026283989,3.4115138,11.51386,12.153518,47.547974,11.08742,7.2494669,3.1982942,3.8379531,0.048187198,0.031981404,0.193455055,,0.519604165,0.174263807
1597,0.44396552,152815.9434,37536.38308,Truett Mcconnell College,3,GA,30528,8,Nonselective four-year private,2,1,0,999,2410.9858,2371.864,0,0,1606,2033,17400,6600,0.283950617,,971.5,940,14104,0.1936,32400,,2808336,4701711,0.010821446,0.0427939,0.01131333,0.002951304,5.072464,12.318841,0,82.608696,0,0,0,0,0.006696149,0.32654697,0.269186712,0.296656535,0.442121293,0.356924452
2495,0.59582245,121177.3543,56255.01705,Truman State University,2,MO,63501,5,Selective public,1,1,1,3,6117.2813,7357.8584,0,0,5898,6111,7374,3712,0.716833096,0.660810811,1239,1210,8600,0.27810001,42700,3806.1536,45777297,41010120,0.018066071,0.034067448,0.015313145,0.030282175,17.647058,20.053476,5.3475938,8.7344027,3.3868093,20.053476,24.777184,0,0.025249971,0.125641231,0.710994603,0.621884498,0.594481894,0.227467306
2219,0.54974449,370105.7197,97354.6188,Tufts University,1,MA,2155,2,Other elite schools (public and private),2,1,0,1,11535.437,19334.611,0,0,5180,9106,48643,25714,0.92189781,0.882951654,1440,1310,10325,0.81160003,67800,,193293933,107717200,0.1309865,0.062218584,0.06917724,0.06999591,20.604614,0,0,5.8870325,0,29.435163,44.073193,0,0.022146139,0.952609009,0.920287456,0.866261398,0.548251105,0.268040267
9763,0.56826013,84362.59918,34116.0493,Tulsa Community College,3,OK,74135,9,Two-year (public and private not-for-profit),1,2,1,999,2142.0696,3636.1941,0,0,18640,16270,2820,1251,0.139099646,0.118770764,,,5692,,31200,52.687153,73836517,38190032,0.018684696,0.081192382,0.026613399,0.021942224,1.3265951,33.733418,16.614023,24.257738,1.642451,6.5066328,12.444725,3.4744155,0.08033217,0.034386021,0.121349123,,0.566828157,0.159069527
5311,0.41638795,63178.88741,28961.13833,Tulsa Technology Center School,3,OK,74132,9,Two-year (public and private not-for-profit),1,2,1,999,,14601.065,0,0,4335,749,,2716.6667,,,,,15078.323,,39200,,15082903,14270941,0.021419913,0.14713,0.027451517,0.007352941,0.73800737,9.5940962,50.184502,0,0,0.36900368,2.2140222,36.900368,0.018493302,,,,0.414452255,0.379841072
9618,0.031372551,55048.25391,37410.28516,Tulsa Welding School,3,OK,74104,11,Two-year for-profit,3,2,0,999,5038.3057,5393.27,0,0,2091,327,,,0.569499603,0.704597701,,,22971.768,,36000,,4691829.588,1689000,0.003058104,0.11926606,0.03058104,0,0,0,0,0,0,0,0,100,0.008792748,,0.560623306,,0.028159856,0.565499294
9764,0.52481842,93725.85302,36099.20627,Tunxis Community College,1,CT,6032,9,Two-year (public and private not-for-profit),1,2,1,999,1964.7786,3153.1418,0,0,4547,3412,3866,1886,0.102773246,0.103846154,,,6357,,34300,,14854425,7370822,0.02989449,0.053048067,0.074443139,0.00087925,5.970149,22.985073,25.97015,13.731343,26.865671,3.8805969,0.29850745,0.29850745,0.019409753,0.055346265,0.084273725,,0.523242362,0.174710697
